model,caliber,delta_src,window,event_date,e_date,event_cn,market,r_actual_pct,r_pred_pct,dev_pct,understate,d5y_sum_bp,d10y_sum_bp,rate_shock_bp,dev_param_pct,dev_credit_pct,r2_delta_src
M2 利率双因子,主,B 事件前δ,3日(主),2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,0.0239,0.1385,-0.1146,True,-5.0,-3.0,8.0,0.0304,-0.1449,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.3145,0.2909,0.0236,False,-9.0,-7.0,16.0,0.026,-0.0024,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-11-01,2023-11-01,美债供应与再融资压力,credit,1.5542,1.2019,0.3523,False,-33.0,-31.0,64.0,0.0035,0.3489,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-11-06,2023-11-06,风险偏好修复 利差收窄,credit,0.4062,0.2392,0.167,False,2.0,-8.0,10.0,0.0221,0.1448,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-11-14,2023-11-14,美国10月CPI低于预期(3.2%),rate,1.0152,0.7346,0.2806,False,-23.0,-18.0,41.0,0.0127,0.268,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-11-15,2023-11-15,CPI后信用大涨 利差大幅收窄,credit,0.4261,-0.0115,0.4376,False,3.0,0.0,3.0,0.0307,0.4069,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-11-20,2023-11-20,美元走弱 人民币升,fx,0.3566,0.0818,0.2748,False,-1.0,-2.0,3.0,0.0268,0.2479,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-12-01,2023-12-01,"鲍威尔称""为时过早谈降息"" 鹰派",credit,0.8481,0.7214,0.1267,False,-17.0,-19.0,36.0,0.0089,0.1178,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-12-13,2023-12-13,FOMC点阵图转向降息 收益率大降,rate+credit,1.5855,1.1379,0.4476,False,-32.0,-29.0,61.0,0.0011,0.4465,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2023-12-14,2023-12-14,转鸽确认 风险资产大涨 美元走弱,credit+fx,0.6965,0.3383,0.3582,False,-6.0,-9.0,15.0,0.0141,0.3441,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-01-02,2024-01-02,年初购汇需求与美元偏强 人民币走弱,fx,-0.6915,-0.4098,-0.2817,True,13.0,11.0,24.0,0.0295,-0.3112,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-02-07,2024-02-07,中国股市流动性风险+美债收益率上行,credit,-0.2039,-0.3034,0.0995,False,11.0,8.0,19.0,0.0265,0.073,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-04-10,2024-04-10,美国3月CPI超预期 收益率急升,rate,-0.5836,-0.5193,-0.0643,True,17.0,14.0,31.0,0.0202,-0.0846,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-05-06,2024-05-06,美元回落 人民币升值,fx,0.2885,0.0726,0.2159,False,2.0,-2.0,4.0,0.013,0.203,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-05-16,2024-05-16,美国4月CPI回落 风险资产涨,credit,0.2484,-0.2929,0.5413,False,11.0,8.0,19.0,0.016,0.5253,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,0.1887,0.3803,-0.1916,True,-11.0,-9.0,20.0,0.0106,-0.2022,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.6942,-0.7056,0.0114,False,24.0,19.0,43.0,0.0061,0.0053,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,-0.1127,-0.1796,0.0669,False,5.0,6.0,11.0,0.0076,0.0593,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,0.1781,-0.1129,0.291,False,4.0,4.0,8.0,0.0072,0.2838,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,0.3008,0.6524,-0.3516,True,-19.0,-16.0,35.0,0.0054,-0.357,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,-0.7789,-0.8765,0.0976,False,22.0,25.0,47.0,0.0166,0.081,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-0.9341,-0.8184,-0.1157,True,27.0,22.0,49.0,0.0078,-0.1235,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,0.0874,-0.0567,0.1441,False,-4.0,4.0,8.0,0.0127,0.1314,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,0.3548,0.2275,0.1273,False,-6.0,-5.0,11.0,0.0076,0.1196,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,-0.0487,-0.2477,0.199,False,10.0,7.0,17.0,0.0078,0.1912,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.3357,-0.5652,0.2295,False,17.0,16.0,33.0,0.0075,0.2219,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,-0.2955,-0.4394,0.1439,False,16.0,12.0,28.0,0.0067,0.1372,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,0.1338,0.1585,-0.0247,True,-4.0,-3.0,7.0,0.0027,-0.0273,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,-0.0374,-0.1609,0.1235,False,7.0,5.0,12.0,0.0027,0.1208,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.7384,0.6297,0.1087,False,-19.0,-15.0,34.0,-0.0013,0.1099,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.3864,0.1841,0.2023,False,-7.0,-3.0,10.0,0.0002,0.2021,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.3078,-0.3206,0.0128,False,9.0,10.0,19.0,0.0005,0.0123,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.4072,-0.1176,-0.2896,True,2.0,5.0,7.0,-0.002,-0.2876,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.1257,0.0362,0.0895,False,-3.0,1.0,4.0,-0.0,0.0895,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,0.2,0.133,0.067,False,-4.0,-2.0,6.0,-0.0012,0.0682,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.7398,-0.4317,-0.3081,True,16.0,12.0,28.0,-0.001,-0.3071,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.7398,-0.4317,-0.3081,True,16.0,12.0,28.0,-0.001,-0.3071,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.7596,-0.685,-0.0746,True,22.0,19.0,41.0,0.0009,-0.0755,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-03-23,2026-03-23,海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,rate+credit,0.2168,0.2565,-0.0397,True,-5.0,-6.0,11.0,0.0003,-0.04,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-05-19,2026-05-19,美债长端抛售峰值 10Y约4.68% 30Y约5.2%,rate+credit,0.2609,0.1758,0.0851,False,-2.0,-4.0,6.0,-0.0008,0.0859,0.7568
M2 利率双因子,主,B 事件前δ,3日(主),2026-07-15,2026-07-15,人民币中间价破6.80 升值至约6.77,fx,0.1391,0.1538,-0.0147,True,-3.0,-3.0,6.0,-0.0004,-0.0143,0.7568
M2 利率双因子,主,B 事件前δ,5日,2021-10-12,2021-10-12,中资房企信用危机(恒大等)美元债抛售传染,credit,0.1998,0.2302,-0.0304,True,11.0,-2.0,13.0,-0.1858,0.1555,0.7568
M2 利率双因子,主,B 事件前δ,5日,2021-11-04,2021-11-04,英央行意外不加息 美债收益率回落,rate,-0.2629,0.1913,-0.4542,True,4.0,-4.0,8.0,-0.0344,-0.4199,0.7568
M2 利率双因子,主,B 事件前δ,5日,2021-11-10,2021-11-10,美国10月CPI同比6.2%创31年新高,rate,-0.0922,-0.4453,0.3531,False,16.0,14.0,30.0,-0.0178,0.3709,0.7568
M2 利率双因子,主,B 事件前δ,5日,2021-11-26,2021-11-26,奥密克戎变异株恐慌 全球避险,rate,0.3399,0.7225,-0.3826,True,-13.0,-20.0,33.0,0.0344,-0.4171,0.7568
M2 利率双因子,主,B 事件前δ,5日,2021-12-09,2021-12-09,恒大正式违约 美元走强,credit+fx,0.2423,0.1856,0.0567,False,-1.0,-5.0,6.0,0.0392,0.0175,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-01-18,2022-01-18,美联储紧缩预期发酵 收益率飙升,credit+rate,-0.005,0.1033,-0.1083,True,-2.0,-3.0,5.0,0.0707,-0.1789,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-01-27,2022-01-27,美联储1月会议转鹰(鲍威尔),rate+fx,0.1296,0.2596,-0.13,True,-6.0,-7.0,13.0,0.0624,-0.1924,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-02-07,2022-02-07,节后风险偏好回落 美债调整,credit,-0.2262,-0.0135,-0.2127,True,6.0,-1.0,7.0,0.0672,-0.2798,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-02-28,2022-02-28,俄乌开战 避险与通胀双线,rate,0.2843,0.8837,-0.5994,True,-21.0,-23.0,44.0,0.0228,-0.6223,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-03-15,2022-03-15,美联储开启加息周期(3/16加息25bp)前风险偏好,credit+rate,0.0522,-0.9317,0.9839,False,23.0,18.0,41.0,0.2974,0.6865,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-03-17,2022-03-17,加息落地 利空出尽反弹,credit,0.6268,-0.6785,1.3053,False,16.0,13.0,29.0,0.2447,1.0606,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-03-28,2022-03-28,上海疫情封控 增长担忧,credit+fx,1.0848,0.2434,0.8414,False,0.0,-9.0,9.0,0.0909,0.7505,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-04-25,2022-04-25,人民币快速贬值(疫情封控+中美利差倒挂),fx,-0.3226,-0.0012,-0.3214,True,-2.0,-1.0,3.0,0.1165,-0.4379,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-05-12,2022-05-12,人民币续贬 中美利差倒挂加深,fx,-0.0542,0.0007,-0.0549,True,0.0,-2.0,2.0,0.1285,-0.1834,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-05-03,2022-05-03,5月FOMC前风险偏好弱 债市调整,credit,-0.9306,-0.244,-0.6866,True,-6.0,6.0,12.0,0.1851,-0.8717,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-06-13,2022-06-13,5月CPI超预期后美债暴跌 全球债市承压,rate+credit,-0.9823,-0.449,-0.5333,True,9.0,10.0,19.0,0.1572,-0.6904,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-06-15,2022-06-15,FOMC加息75bp 声明后收益率回落,rate,1.3475,1.3491,-0.0016,True,-39.0,-33.0,72.0,-0.0106,0.009,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-07-22,2022-07-22,中国地产纾困与政策预期 风险偏好,credit,1.3475,0.9019,0.4456,False,-31.0,-23.0,54.0,0.0818,0.3638,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-08-05,2022-08-05,7月非农强劲 加息预期升温,rate,-0.6475,-0.8562,0.2087,False,22.0,19.0,41.0,0.2004,0.0084,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-09-06,2022-09-06,人民币贬向6.9 美元指数走强,fx,-0.3151,-0.7448,0.4297,False,17.0,17.0,34.0,0.1861,0.2436,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-09-22,2022-09-22,FOMC鹰派点阵图 收益率上行,rate,-1.715,-0.8796,-0.8354,True,18.0,21.0,39.0,0.196,-1.0314,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-09-26,2022-09-26,英国迷你预算危机 全球利率上行,rate,-1.3352,-0.5856,-0.7496,True,10.0,14.0,24.0,0.1688,-0.9184,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-09-28,2022-09-28,英央行紧急购债 全球收益率回落,rate+fx,0.5136,1.3894,-0.8758,True,-37.0,-35.0,72.0,-0.0077,-0.868,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-10-14,2022-10-14,全球债市动荡(英养老金危机) 信用承压,credit,-1.5577,-1.1186,-0.4391,True,24.0,27.0,51.0,0.2129,-0.652,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-10-26,2022-10-26,美元自高位大幅回落 人民币急升,fx,0.0533,-0.0081,0.0614,False,2.0,-3.0,5.0,0.1512,-0.0898,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-11-10,2022-11-10,美国10月CPI回落至7.7% 美债暴涨,rate+fx,2.6885,1.2783,1.4102,False,-34.0,-35.0,69.0,0.0802,1.33,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-11-14,2022-11-14,中国发布防控优化二十条+地产金融16条(11-11公布 美股11-11休市),credit+fx,1.4003,-0.1144,1.5147,False,4.0,0.0,4.0,0.1541,1.3606,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-11-29,2022-11-29,证监会恢复房企股权融资(第三支箭),credit,1.437,0.2891,1.1479,False,-8.0,-9.0,17.0,0.107,1.041,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-11-30,2022-11-30,人民币续升 风险偏好修复,fx,1.7008,0.8448,0.856,False,-19.0,-24.0,43.0,0.0757,0.7804,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-12-05,2022-12-05,防疫新十条 放开加速 人民币走强,fx,-0.0896,-0.2856,0.196,False,8.0,6.0,14.0,0.1187,0.0773,0.7568
M2 利率双因子,主,B 事件前δ,5日,2022-12-30,2022-12-30,年末人民币偏强 美元弱,fx,1.0503,1.0408,0.0095,False,-25.0,-28.0,53.0,0.0431,-0.0336,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-01-06,2023-01-06,美国12月ISM服务业破荣枯线+薪资降温,rate,1.4582,1.13,0.3282,False,-37.0,-28.0,65.0,0.0466,0.2817,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-01-09,2023-01-09,中国重启+美元走弱 人民币续升,fx,0.7108,0.2288,0.482,False,-9.0,-6.0,15.0,0.0871,0.395,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-01-12,2023-01-12,美国12月CPI回落+中国开放推进,credit,1.201,0.5846,0.6164,False,-18.0,-15.0,33.0,0.0644,0.552,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-01-17,2023-01-17,人民币单日回调(升幅过大/中间价),fx,0.5949,-0.1206,0.7155,False,1.0,3.0,4.0,0.0955,0.6199,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-03-01,2023-03-01,中国2月PMI强劲 人民币升值,fx,-0.3158,-0.2608,-0.055,True,13.0,5.0,18.0,0.0846,-0.1396,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-03-10,2023-03-10,硅谷银行SVB被接管 避险,rate+fx+credit,1.2827,1.5316,-0.2489,True,-50.0,-37.0,87.0,0.0089,-0.2578,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-03-13,2023-03-13,SVB传染 瑞信危机发酵,rate+fx,1.1337,1.3592,-0.2255,True,-52.0,-31.0,83.0,0.021,-0.2464,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-03-14,2023-03-14,美联储新工具BTFP 银行风险缓解 投资级债涨,credit,-0.0055,0.3347,-0.3402,True,-12.0,-8.0,20.0,0.0629,-0.4031,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-03-17,2023-03-17,瑞信危机蔓延 美债收益率续降,rate,1.0244,0.8314,0.193,False,-33.0,-18.0,51.0,0.0212,0.1718,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-03-23,2023-03-23,美联储加息25bp接近尾声 美元走弱,fx,-0.5098,-0.3935,-0.1163,True,13.0,9.0,22.0,0.1001,-0.2164,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-06-20,2023-06-20,中国1年期LPR下调10bp 经济偏弱,credit+fx,0.2445,0.1816,0.0629,False,-3.0,-5.0,8.0,0.0587,0.0042,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-06-26,2023-06-26,人民币续贬(中美利差/经济预期),fx,-0.178,-0.3196,0.1416,False,14.0,7.0,21.0,0.077,0.0645,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-09-11,2023-09-11,央行维稳+美元回落 人民币急升,fx,-0.1533,-0.2442,0.0909,False,6.0,7.0,13.0,0.0633,0.0275,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,1.0312,0.8707,0.1605,False,-21.0,-23.0,44.0,0.0359,0.1246,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.7497,0.7308,0.0189,False,-22.0,-18.0,40.0,0.037,-0.0181,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-11-01,2023-11-01,美债供应与再融资压力,credit,1.6974,1.1464,0.551,False,-29.0,-30.0,59.0,0.027,0.524,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-11-06,2023-11-06,风险偏好修复 利差收窄,credit,-0.0688,-0.2263,0.1575,False,16.0,4.0,20.0,0.0562,0.1012,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-11-14,2023-11-14,美国10月CPI低于预期(3.2%),rate,1.2362,0.8255,0.4107,False,-22.0,-21.0,43.0,0.0302,0.3805,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-11-15,2023-11-15,CPI后信用大涨 利差大幅收窄,credit,0.7375,0.1176,0.6199,False,-1.0,-3.0,4.0,0.0486,0.5713,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-11-20,2023-11-20,美元走弱 人民币升,fx,0.5654,0.2275,0.3379,False,-7.0,-5.0,12.0,0.0437,0.2943,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-12-01,2023-12-01,"鲍威尔称""为时过早谈降息"" 鹰派",credit,1.1643,0.877,0.2873,False,-20.0,-23.0,43.0,0.0218,0.2654,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-12-13,2023-12-13,FOMC点阵图转向降息 收益率大降,rate+credit,1.6347,1.0679,0.5668,False,-29.0,-27.0,56.0,0.0176,0.5492,0.7568
M2 利率双因子,主,B 事件前δ,5日,2023-12-14,2023-12-14,转鸽确认 风险资产大涨 美元走弱,credit+fx,1.1001,0.6851,0.415,False,-14.0,-18.0,32.0,0.021,0.394,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-01-02,2024-01-02,年初购汇需求与美元偏强 人民币走弱,fx,-0.9013,-0.4548,-0.4465,True,13.0,13.0,26.0,0.0441,-0.4907,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-02-07,2024-02-07,中国股市流动性风险+美债收益率上行,credit,-0.2039,-0.8428,0.6389,False,28.0,22.0,50.0,0.0527,0.5862,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-04-10,2024-04-10,美国3月CPI超预期 收益率急升,rate,-1.1649,-1.1234,-0.0415,True,32.0,31.0,63.0,0.0387,-0.0802,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-05-06,2024-05-06,美元回落 人民币升值,fx,0.294,0.016,0.278,False,4.0,0.0,4.0,0.0237,0.2543,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-05-16,2024-05-16,美国4月CPI回落 风险资产涨,credit,0.4302,-0.2523,0.6825,False,12.0,7.0,19.0,0.0252,0.6573,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,-0.027,0.06,-0.087,True,-1.0,0.0,1.0,0.0183,-0.1053,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.8551,-0.8672,0.0121,False,29.0,24.0,53.0,0.0108,0.0013,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,0.1125,0.06,0.0525,False,0.0,0.0,0.0,0.0106,0.0419,0.7568
M2 利率双因子,主,B 事件前δ,5日,2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,-0.3246,-0.5803,0.2557,False,14.0,18.0,32.0,0.0154,0.2403,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,-1.0547,-0.1824,-0.8723,True,-3.0,9.0,12.0,0.0124,-0.8847,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,-0.6915,-0.7795,0.088,False,20.0,23.0,43.0,0.0219,0.0662,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-0.2177,-0.2844,0.0667,False,10.0,9.0,19.0,0.0141,0.0526,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,0.6758,0.3152,0.3606,False,-15.0,-5.0,20.0,0.0176,0.343,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,0.578,0.3025,0.2755,False,-9.0,-6.0,15.0,0.0133,0.2622,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,-0.2868,-0.6692,0.3824,False,22.0,19.0,41.0,0.0133,0.3691,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.0109,-0.1615,0.1506,False,6.0,6.0,12.0,0.01,0.1406,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,0.0912,-0.1247,0.2159,False,9.0,4.0,13.0,0.0087,0.2072,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,0.3208,0.3568,-0.036,True,-11.0,-7.0,18.0,0.0038,-0.0398,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,0.3038,0.0812,0.2226,False,2.0,-1.0,3.0,0.0033,0.2193,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.6325,0.6121,0.0204,False,-17.0,-14.0,31.0,-0.0002,0.0205,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.2013,-0.1148,0.3161,False,1.0,6.0,7.0,0.0019,0.3142,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.2295,-0.2332,0.0037,False,9.0,8.0,17.0,-0.0,0.0038,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.6692,-0.2361,-0.4331,True,6.0,9.0,15.0,-0.0034,-0.4298,0.7568
M2 利率双因子,主,B 事件前δ,5日,2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.3452,0.2284,0.1168,False,-9.0,-3.0,12.0,-0.0004,0.1173,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,0.2158,0.1697,0.0461,False,-5.0,-2.0,7.0,-0.0019,0.048,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.8182,-0.6172,-0.201,True,21.0,18.0,39.0,-0.0016,-0.1993,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.8182,-0.6172,-0.201,True,21.0,18.0,39.0,-0.0016,-0.1993,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.908,-0.6724,-0.2356,True,24.0,19.0,43.0,0.0011,-0.2367,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-03-23,2026-03-23,海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,rate+credit,-0.1908,-0.1152,-0.0756,True,5.0,5.0,10.0,0.0007,-0.0763,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-05-19,2026-05-19,美债长端抛售峰值 10Y约4.68% 30Y约5.2%,rate+credit,0.5741,0.4561,0.118,False,-8.0,-11.0,19.0,-0.0014,0.1194,0.7568
M2 利率双因子,主,B 事件前δ,5日,2026-07-15,2026-07-15,人民币中间价破6.80 升值至约6.77,fx,-0.1609,-0.1216,-0.0393,True,6.0,5.0,11.0,-0.0006,-0.0387,0.7568
M3 利率+ΔOAS,主,A 全样本δ,1日,2023-09-11,2023-09-11,央行维稳+美元回落 人民币急升,fx,-0.1589,-0.1055,-0.0534,True,1.0,3.0,4.0,0.0,-0.0774,0.7568
M3 利率+ΔOAS,主,A 全样本δ,1日,2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,0.15,0.1812,-0.0312,True,-8.0,-8.0,16.0,0.0,-0.1603,0.7568
M3 利率+ΔOAS,主,A 全样本δ,1日,2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.2971,0.2615,0.0356,False,-10.0,-9.0,19.0,0.0,-0.0579,0.7568
